Order ID,Date,Product,Category,Region,Customer,Quantity,Unit Price,Revenue
1036,2024-01-06,Whiteboard,Stationery,Central,Customer 9,2,58.18,116.36
1037,2024-01-07,Filing Cabinet,Furniture,West,Customer 52,5,156.61,783.05
1038,2024-01-07,Notebook Set,Stationery,East,Customer 28,2,11.08,22.16
1039,2024-01-07,Notebook Set,Stationery,North,Customer 4,4,13.39,53.56
1040,2024-01-07,Notebook Set,Stationery,South,Customer 13,6,11.82,70.92
1041,2024-01-07,Office Chair,Furniture,East,Customer 30,5,182.19,910.95
1042,2024-01-07,Office Chair,Furniture,Central,Customer 7,1,181.94,181.94
1043,2024-01-07,Wireless Mouse,Electronics,North,Customer 60,6,28.75,172.5
1044,2024-01-07,Office Chair,Furniture,West,Customer 58,2,180.29,360.58
1045,2024-01-07,Wireless Mouse,Electronics,East,Customer 60,2,24.87,49.74
1046,2024-01-07,Pen Pack,Stationery,Central,Customer 43,3,8.05,24.15
1047,2024-01-07,Filing Cabinet,Furniture,North,Customer 38,4,140.8,563.2
1048,2024-01-08,Filing Cabinet,Furniture,North,Customer 38,5,137.29,686.45
1049,2024-01-08,Pen Pack,Stationery,North,Customer 33,5,9.04,45.2
1050,2024-01-08,Mechanical Keyboard,Electronics,South,Customer 26,2,77.96,155.92
1051,2024-01-08,Mechanical Keyboard,Electronics,Central,Customer 6,5,81.73,408.65
1052,2024-01-08,Notebook Set,Stationery,East,Customer 14,6,12.55,75.3
1053,2024-01-09,Webcam HD,Electronics,South,Customer 43,6,68.5,411.0
1054,2024-01-09,Webcam HD,Electronics,North,Customer 1,3,71.0,213.0
1055,2024-01-09,Pen Pack,Stationery,North,Customer 35,5,9.2,46.0
1056,2024-01-09,Office Chair,Furniture,North,Customer 57,5,173.93,869.65
1057,2024-01-09,Office Chair,Furniture,Central,Customer 46,3,174.82,524.46
1058,2024-01-09,Standing Desk,Furniture,Central,Customer 1,5,401.09,2005.45
1059,2024-01-09,Webcam HD,Electronics,South,Customer 17,5,68.24,341.2
1060,2024-01-10,Mechanical Keyboard,Electronics,East,Customer 39,1,92.28,92.28
1061,2024-01-10,Office Chair,Furniture,East,Customer 33,6,177.43,1064.58
1062,2024-01-10,Pen Pack,Stationery,North,Customer 41,3,9.01,27.03
1063,2024-01-10,Notebook Set,Stationery,South,Customer 41,3,10.93,32.79
1064,2024-01-10,Standing Desk,Furniture,West,Customer 36,2,379.86,759.72
1065,2024-01-10,Wireless Mouse,Electronics,South,Customer 35,1,22.97,22.97
1066,2024-01-10,Wireless Mouse,Electronics,South,Customer 3,3,26.14,78.42
1067,2024-01-10,Standing Desk,Furniture,North,Customer 58,3,393.66,1180.98
1068,2024-01-11,Desk Lamp,Furniture,East,Customer 50,2,48.17,96.34
1069,2024-01-11,Whiteboard,Stationery,South,Customer 56,4,68.61,274.44
1070,2024-01-11,USB-C Hub,Electronics,East,Customer 51,2,44.81,89.62
1071,2024-01-11,Notebook Set,Stationery,East,Customer 11,6,13.39,80.34
1072,2024-01-11,Filing Cabinet,Furniture,West,Customer 15,1,149.35,149.35
1073,2024-01-11,Office Chair,Furniture,South,Customer 15,4,177.73,710.92
1074,2024-01-12,Wireless Mouse,Electronics,North,Customer 50,6,23.71,142.26
1075,2024-01-12,Standing Desk,Furniture,Central,Customer 22,3,371.13,1113.39
1076,2024-01-12,Wireless Mouse,Electronics,Central,Customer 17,1,27.98,27.98
1077,2024-01-12,Wireless Mouse,Electronics,East,Customer 28,1,26.23,26.23
1078,2024-01-12,Bluetooth Speaker,Electronics,South,Customer 17,5,51.09,255.45
1079,2024-01-12,Wireless Mouse,Electronics,Central,Customer 44,6,25.23,151.38
1080,2024-01-12,Filing Cabinet,Furniture,West,Customer 5,6,162.64,975.84
1081,2024-01-12,Webcam HD,Electronics,North,Customer 47,3,73.91,221.73
1082,2024-01-12,Standing Desk,Furniture,West,Customer 45,5,342.06,1710.3
1083,2024-01-12,Standing Desk,Furniture,West,Customer 44,5,326.14,1630.7
1084,2024-01-12,Filing Cabinet,Furniture,Central,Customer 54,2,158.08,316.16
1085,2024-01-12,Wireless Mouse,Electronics,Central,Customer 39,3,24.29,72.87
1086,2024-01-12,Webcam HD,Electronics,South,Customer 33,3,71.14,213.42
1087,2024-01-13,Pen Pack,Stationery,Central,Customer 43,6,7.54,45.24
1088,2024-01-13,Webcam HD,Electronics,South,Customer 44,5,68.87,344.35
1089,2024-01-13,Standing Desk,Furniture,North,Customer 16,2,385.57,771.14
1090,2024-01-14,Pen Pack,Stationery,West,Customer 57,5,8.9,44.5
1091,2024-01-14,Webcam HD,Electronics,West,Customer 26,5,66.4,332.0
1092,2024-01-14,Office Chair,Furniture,North,Customer 50,88,191.52,16853.76
1093,2024-01-14,Notebook Set,Stationery,Central,Customer 30,2,11.33,22.66
1094,2024-01-14,Wireless Mouse,Electronics,West,Customer 9,5,24.06,120.3
1095,2024-01-14,Pen Pack,Stationery,East,Customer 49,6,8.26,49.56
1096,2024-01-15,Pen Pack,Stationery,West,Customer 54,5,8.83,44.15
1097,2024-01-15,Whiteboard,Stationery,West,Customer 29,4,67.46,269.84
1098,2024-01-15,Standing Desk,Furniture,Central,Customer 32,2,388.49,776.98
1099,2024-01-15,Webcam HD,Electronics,East,Customer 16,2,67.81,135.62
1100,2024-01-15,Standing Desk,Furniture,South,Customer 10,3,342.97,1028.91
1101,2024-01-15,Office Chair,Furniture,North,Customer 27,4,193.23,772.92
1102,2024-01-15,Notebook Set,Stationery,South,Customer 54,3,12.43,37.29
1103,2024-01-15,Notebook Set,Stationery,North,Customer 55,4,13.51,54.04
1104,2024-01-15,Bluetooth Speaker,Electronics,East,Customer 49,4,56.06,224.24
1105,2024-01-15,Notebook Set,Stationery,Central,Customer 58,4,12.41,49.64
1106,2024-01-15,Office Chair,Furniture,North,Customer 25,4,171.87,687.48
1107,2024-01-15,Desk Lamp,Furniture,South,Customer 54,6,48.14,288.84
1108,2024-01-15,Pen Pack,Stationery,West,Customer 38,2,9.16,18.32
1109,2024-01-16,Bluetooth Speaker,Electronics,South,Customer 56,6,49.87,299.22
1110,2024-01-16,Pen Pack,Stationery,South,Customer 30,2,7.3,14.6
1111,2024-01-16,Desk Lamp,Furniture,West,Customer 17,3,49.06,147.18
1112,2024-01-16,Mechanical Keyboard,Electronics,East,Customer 15,4,76.91,307.64
1113,2024-01-16,Webcam HD,Electronics,North,Customer 16,1,76.67,76.67
1114,2024-01-16,Office Chair,Furniture,West,Customer 43,1,189.96,189.96
1115,2024-01-17,Mechanical Keyboard,Electronics,East,Customer 50,5,96.64,483.2
1116,2024-01-17,Desk Lamp,Furniture,North,Customer 50,2,47.32,94.64
1117,2024-01-17,USB-C Hub,Electronics,East,Customer 37,3,37.08,111.24
1118,2024-01-17,Webcam HD,Electronics,North,Customer 38,4,69.94,279.76
1119,2024-01-17,Filing Cabinet,Furniture,East,Customer 55,6,144.11,864.66
1120,2024-01-17,Webcam HD,Electronics,Central,Customer 51,5,77.1,385.5
1121,2024-01-17,Wireless Mouse,Electronics,North,Customer 33,3,25.83,77.49
1122,2024-01-17,Webcam HD,Electronics,West,Customer 7,3,63.22,189.66
1123,2024-01-17,Notebook Set,Stationery,South,Customer 28,3,12.71,38.13
1124,2024-01-17,USB-C Hub,Electronics,Central,Customer 52,6,41.22,247.32
1125,2024-01-18,Whiteboard,Stationery,Central,Customer 18,4,60.97,243.88
1126,2024-01-18,Desk Lamp,Furniture,West,Customer 16,2,49.85,99.7
1127,2024-01-18,Pen Pack,Stationery,North,Customer 32,5,8.42,42.1
1128,2024-01-18,Desk Lamp,Furniture,East,Customer 22,2,45.98,91.96
1129,2024-01-18,Standing Desk,Furniture,North,Customer 34,5,376.35,1881.75
1130,2024-01-18,Office Chair,Furniture,Central,Customer 49,1,172.86,172.86
1131,2024-01-19,Office Chair,Furniture,West,Customer 51,6,183.42,1100.52
1132,2024-01-19,Wireless Mouse,Electronics,South,Customer 20,1,24.34,24.34
1133,2024-01-19,Webcam HD,Electronics,East,Customer 28,5,69.46,347.3
1134,2024-01-19,Filing Cabinet,Furniture,East,Customer 20,5,147.4,737.0
1135,2024-01-19,Standing Desk,Furniture,North,Customer 48,2,325.56,651.12
1136,2024-01-19,Whiteboard,Stationery,West,Customer 18,6,56.78,340.68
1137,2024-01-19,Filing Cabinet,Furniture,East,Customer 7,5,171.62,858.1
1138,2024-01-19,Office Chair,Furniture,North,Customer 46,3,172.24,516.72
1139,2024-01-19,Whiteboard,Stationery,Central,Customer 19,2,58.11,116.22
1140,2024-01-19,Filing Cabinet,Furniture,North,Customer 56,2,158.92,317.84
1141,2024-01-20,Wireless Mouse,Electronics,East,Customer 12,5,24.28,121.4
1142,2024-01-20,Wireless Mouse,Electronics,North,Customer 26,3,28.38,85.14
1143,2024-01-20,Pen Pack,Stationery,South,Customer 10,1,8.35,8.35
1144,2024-01-20,Bluetooth Speaker,Electronics,Central,Customer 49,3,50.67,152.01
1145,2024-01-20,Notebook Set,Stationery,Central,Customer 25,5,12.59,62.95
1146,2024-01-20,Pen Pack,Stationery,West,Customer 20,4,7.79,31.16
1147,2024-01-20,Bluetooth Speaker,Electronics,North,Customer 49,5,50.33,251.65
1148,2024-01-21,Office Chair,Furniture,South,Customer 16,6,171.5,1029.0
1149,2024-01-21,USB-C Hub,Electronics,Central,Customer 31,68,36.75,2499.0
1150,2024-01-21,Standing Desk,Furniture,West,Customer 5,1,335.25,335.25
1151,2024-01-22,Webcam HD,Electronics,Central,Customer 43,2,79.17,158.34
1152,2024-01-22,Office Chair,Furniture,South,Customer 59,4,167.16,668.64
1153,2024-01-22,Standing Desk,Furniture,East,Customer 39,2,321.25,642.5
1154,2024-01-22,Filing Cabinet,Furniture,West,Customer 45,5,169.54,847.7
1155,2024-01-22,Standing Desk,Furniture,Central,Customer 32,6,350.22,2101.32
1156,2024-01-22,Pen Pack,Stationery,East,Customer 39,1,8.4,8.4
1157,2024-01-22,Standing Desk,Furniture,Central,Customer 38,1,322.99,322.99
1158,2024-01-22,Wireless Mouse,Electronics,South,Customer 31,6,27.63,165.78
1159,2024-01-22,Whiteboard,Stationery,Central,Customer 28,6,60.63,363.78
1160,2024-01-23,Webcam HD,Electronics,West,Customer 22,4,79.96,319.84
1161,2024-01-23,Desk Lamp,Furniture,West,Customer 45,6,41.68,250.08
1162,2024-01-23,Pen Pack,Stationery,Central,Customer 3,3,8.53,25.59
1163,2024-01-23,Pen Pack,Stationery,West,Customer 56,1,7.83,7.83
1164,2024-01-23,Whiteboard,Stationery,West,Customer 4,1,63.86,63.86
1165,2024-01-23,Office Chair,Furniture,West,Customer 49,5,178.28,891.4
1166,2024-01-23,Wireless Mouse,Electronics,East,Customer 29,2,24.17,48.34
1167,2024-01-23,Filing Cabinet,Furniture,Central,Customer 52,4,139.55,558.2
1168,2024-01-23,Office Chair,Furniture,Central,Customer 27,6,169.13,1014.78
1169,2024-01-23,Mechanical Keyboard,Electronics,West,Customer 8,2,97.59,195.18
1170,2024-01-23,Webcam HD,Electronics,Central,Customer 46,2,71.72,143.44
1171,2024-01-23,Standing Desk,Furniture,South,Customer 30,4,388.04,1552.16
1172,2024-01-23,Whiteboard,Stationery,Central,Customer 48,2,59.75,119.5
1173,2024-01-24,USB-C Hub,Electronics,West,Customer 22,1,38.76,38.76
1174,2024-01-24,Whiteboard,Stationery,East,Customer 54,3,66.31,198.93
1175,2024-01-24,Bluetooth Speaker,Electronics,South,Customer 29,5,63.23,316.15
1176,2024-01-24,Whiteboard,Stationery,Central,Customer 25,4,59.18,236.72
1177,2024-01-24,Pen Pack,Stationery,South,Customer 37,3,8.94,26.82
1178,2024-01-24,Notebook Set,Stationery,East,Customer 48,2,13.37,26.74
1179,2024-01-24,Pen Pack,Stationery,South,Customer 32,6,9.03,54.18
1180,2024-01-24,Wireless Mouse,Electronics,North,Customer 56,2,25.64,51.28
1181,2024-01-24,Pen Pack,Stationery,South,Customer 27,1,8.25,8.25
1182,2024-01-25,Webcam HD,Electronics,East,Customer 22,2,64.31,128.62
1183,2024-01-25,Bluetooth Speaker,Electronics,East,Customer 55,6,54.97,329.82
1184,2024-01-25,Webcam HD,Electronics,West,Customer 56,5,69.65,348.25
1185,2024-01-26,Whiteboard,Stationery,East,Customer 15,1,63.26,63.26
1186,2024-01-26,Filing Cabinet,Furniture,North,Customer 29,1,151.27,151.27
1187,2024-01-26,USB-C Hub,Electronics,East,Customer 51,6,38.99,233.94
1188,2024-01-26,Wireless Mouse,Electronics,South,Customer 34,3,24.74,74.22
1189,2024-01-26,Notebook Set,Stationery,South,Customer 6,5,12.85,64.25
1190,2024-01-26,Bluetooth Speaker,Electronics,Central,Customer 10,4,58.02,232.08
1191,2024-01-26,Office Chair,Furniture,North,Customer 58,4,190.71,762.84
1192,2024-01-26,Pen Pack,Stationery,West,Customer 23,3,8.56,25.68
1193,2024-01-26,Bluetooth Speaker,Electronics,East,Customer 30,3,58.29,174.87
1194,2024-01-26,Standing Desk,Furniture,North,Customer 16,2,402.45,804.9
1195,2024-01-26,Notebook Set,Stationery,East,Customer 2,5,11.88,59.4
1196,2024-01-26,Webcam HD,Electronics,North,Customer 59,4,67.8,271.2
1197,2024-01-27,Bluetooth Speaker,Electronics,East,Customer 50,6,56.33,337.98
1198,2024-01-27,Office Chair,Furniture,South,Customer 40,5,198.09,990.45
1199,2024-01-27,Standing Desk,Furniture,South,Customer 41,6,381.11,2286.66
1200,2024-01-27,Mechanical Keyboard,Electronics,West,Customer 3,6,90.23,541.38
1201,2024-01-27,Bluetooth Speaker,Electronics,East,Customer 21,3,59.57,178.71
1202,2024-01-27,Filing Cabinet,Furniture,Central,Customer 57,4,141.59,566.36
1203,2024-01-27,Desk Lamp,Furniture,South,Customer 17,5,46.15,230.75
1204,2024-01-27,Pen Pack,Stationery,North,Customer 30,3,8.69,26.07
1205,2024-01-27,Mechanical Keyboard,Electronics,West,Customer 55,2,92.53,185.06
1206,2024-01-27,Whiteboard,Stationery,East,Customer 35,3,55.35,166.05
1207,2024-01-27,Mechanical Keyboard,Electronics,East,Customer 38,4,84.33,337.32
1208,2024-01-28,Notebook Set,Stationery,South,Customer 31,6,13.62,81.72
1209,2024-01-28,Wireless Mouse,Electronics,Central,Customer 15,5,28.03,140.15
1210,2024-01-28,Webcam HD,Electronics,East,Customer 42,1,74.12,74.12
1211,2024-01-28,Notebook Set,Stationery,East,Customer 32,1,11.22,11.22
1212,2024-01-28,Mechanical Keyboard,Electronics,West,Customer 30,1,81.49,81.49
1213,2024-01-28,Desk Lamp,Furniture,Central,Customer 27,6,51.18,307.08
1214,2024-01-28,Bluetooth Speaker,Electronics,North,Customer 54,6,59.49,356.94
1215,2024-01-28,Pen Pack,Stationery,North,Customer 45,5,8.02,40.1
1216,2024-01-29,Desk Lamp,Furniture,East,Customer 7,2,45.49,90.98
1217,2024-01-29,Webcam HD,Electronics,East,Customer 4,3,72.53,217.59
1218,2024-01-29,Notebook Set,Stationery,West,Customer 6,3,11.37,34.11
1219,2024-01-29,Webcam HD,Electronics,North,Customer 4,2,74.23,148.46
1220,2024-01-29,Desk Lamp,Furniture,South,Customer 5,2,51.62,103.24
1221,2024-01-29,Whiteboard,Stationery,South,Customer 22,2,62.8,125.6
1222,2024-01-29,USB-C Hub,Electronics,South,Customer 9,5,36.03,180.15
1223,2024-01-29,Whiteboard,Stationery,North,Customer 9,3,65.98,197.94
1224,2024-01-29,Wireless Mouse,Electronics,East,Customer 2,3,27.44,82.32
1225,2024-01-29,USB-C Hub,Electronics,Central,Customer 8,3,36.52,109.56
1226,2024-01-30,Filing Cabinet,Furniture,Central,Customer 38,1,152.86,152.86
1227,2024-01-30,Mechanical Keyboard,Electronics,North,Customer 47,4,87.21,348.84
1228,2024-01-30,Webcam HD,Electronics,North,Customer 4,5,68.28,341.4
1229,2024-01-30,Pen Pack,Stationery,West,Customer 5,4,8.05,32.2
1230,2024-01-30,Mechanical Keyboard,Electronics,East,Customer 40,3,89.43,268.29
1231,2024-01-30,Webcam HD,Electronics,Central,Customer 34,5,72.6,363.0
1232,2024-01-30,Standing Desk,Furniture,North,Customer 55,4,359.24,1436.96
1233,2024-01-30,Webcam HD,Electronics,South,Customer 28,6,78.36,470.16
1234,2024-01-30,Pen Pack,Stationery,West,Customer 27,2,8.03,16.06
1235,2024-01-30,Filing Cabinet,Furniture,East,Customer 24,1,146.72,146.72
1236,2024-01-30,USB-C Hub,Electronics,North,Customer 6,6,45.23,271.38
1237,2024-01-30,Notebook Set,Stationery,South,Customer 36,1,13.03,13.03
1238,2024-01-30,Wireless Mouse,Electronics,North,Customer 27,5,28.48,142.4
1239,2024-01-30,Desk Lamp,Furniture,North,Customer 19,6,51.09,306.54
1240,2024-01-31,Bluetooth Speaker,Electronics,South,Customer 10,3,54.34,163.02
1241,2024-01-31,Webcam HD,Electronics,Central,Customer 24,4,66.92,267.68
1242,2024-01-31,Mechanical Keyboard,Electronics,Central,Customer 50,3,88.7,266.1
1243,2024-01-31,Bluetooth Speaker,Electronics,Central,Customer 60,5,58.78,293.9
1244,2024-01-31,Webcam HD,Electronics,East,Customer 59,6,67.68,406.08
1245,2024-01-31,Desk Lamp,Furniture,Central,Customer 43,3,40.57,121.71
1246,2024-01-31,Notebook Set,Stationery,North,Customer 6,1,11.23,11.23
1247,2024-01-31,Filing Cabinet,Furniture,East,Customer 11,5,143.07,715.35
1248,2024-01-31,Desk Lamp,Furniture,Central,Customer 39,3,48.62,145.86
1249,2024-01-31,Mechanical Keyboard,Electronics,North,Customer 44,1,79.81,79.81
1250,2024-01-31,Mechanical Keyboard,Electronics,Central,Customer 29,3,85.92,257.76
1251,2024-01-31,Notebook Set,Stationery,East,Customer 28,3,11.45,34.35
1252,2024-01-31,Mechanical Keyboard,Electronics,Central,Customer 43,3,90.91,272.73
1253,2024-01-31,Standing Desk,Furniture,North,Customer 1,1,334.3,334.3
1254,2024-01-31,Office Chair,Furniture,East,Customer 19,3,204.54,613.62
1255,2024-02-01,Desk Lamp,Furniture,South,Customer 9,1,40.59,40.59
1256,2024-02-01,Notebook Set,Stationery,East,Customer 5,5,12.91,64.55
1257,2024-02-01,Notebook Set,Stationery,North,Customer 56,6,10.93,65.58
1258,2024-02-01,Desk Lamp,Furniture,West,Customer 19,5,45.33,226.65
1259,2024-02-01,Mechanical Keyboard,Electronics,Central,Customer 30,4,76.94,307.76
1260,2024-02-02,Filing Cabinet,Furniture,South,Customer 28,3,138.3,414.9
1261,2024-02-02,Bluetooth Speaker,Electronics,East,Customer 48,4,56.7,226.8
1262,2024-02-02,Desk Lamp,Furniture,Central,Customer 41,2,44.25,88.5
1263,2024-02-02,Mechanical Keyboard,Electronics,East,Customer 23,5,87.34,436.7
1264,2024-02-02,Filing Cabinet,Furniture,South,Customer 17,6,165.56,993.36
1265,2024-02-02,Office Chair,Furniture,North,Customer 12,2,189.11,378.22
1266,2024-02-02,Webcam HD,Electronics,Central,Customer 29,4,71.12,284.48
1267,2024-02-02,Webcam HD,Electronics,East,Customer 56,5,74.25,371.25
1268,2024-02-03,Webcam HD,Electronics,West,Customer 41,3,65.64,196.92
1269,2024-02-03,Standing Desk,Furniture,North,Customer 20,3,366.75,1100.25
1270,2024-02-03,Pen Pack,Stationery,East,Customer 5,4,7.28,29.12
1271,2024-02-03,Webcam HD,Electronics,West,Customer 38,1,73.76,73.76
1272,2024-02-03,Whiteboard,Stationery,Central,Customer 42,6,67.44,404.64
1273,2024-02-03,Office Chair,Furniture,North,Customer 29,3,189.23,567.69
1274,2024-02-03,Mechanical Keyboard,Electronics,South,Customer 3,3,97.38,292.14
1275,2024-02-03,Office Chair,Furniture,Central,Customer 40,6,181.7,1090.2
1276,2024-02-03,USB-C Hub,Electronics,West,Customer 50,3,39.73,119.19
1277,2024-02-03,Desk Lamp,Furniture,East,Customer 5,6,47.23,283.38
1278,2024-02-04,Desk Lamp,Furniture,East,Customer 47,1,46.78,46.78
1279,2024-02-04,Webcam HD,Electronics,Central,Customer 43,5,78.28,391.4
1280,2024-02-04,USB-C Hub,Electronics,West,Customer 9,3,39.1,117.3
1281,2024-02-04,Bluetooth Speaker,Electronics,West,Customer 42,6,62.4,374.4
1282,2024-02-04,Desk Lamp,Furniture,Central,Customer 6,2,48.04,96.08
1283,2024-02-04,Webcam HD,Electronics,East,Customer 20,6,70.41,422.46
1284,2024-02-05,USB-C Hub,Electronics,South,Customer 15,2,39.42,78.84
1285,2024-02-05,USB-C Hub,Electronics,North,Customer 33,2,36.77,73.54
1286,2024-02-05,Whiteboard,Stationery,East,Customer 57,6,67.26,403.56
1287,2024-02-05,Bluetooth Speaker,Electronics,South,Customer 54,2,57.71,115.42
1288,2024-02-05,Filing Cabinet,Furniture,West,Customer 3,5,165.34,826.7
1289,2024-02-05,Notebook Set,Stationery,West,Customer 40,3,12.83,38.49
1290,2024-02-05,Standing Desk,Furniture,South,Customer 20,6,383.58,2301.48
1291,2024-02-05,Pen Pack,Stationery,West,Customer 30,2,7.94,15.88
1292,2024-02-05,Standing Desk,Furniture,South,Customer 53,4,359.0,1436.0
1293,2024-02-05,Office Chair,Furniture,West,Customer 56,5,168.23,841.15
1294,2024-02-05,Desk Lamp,Furniture,Central,Customer 55,5,51.01,255.05
1295,2024-02-05,Mechanical Keyboard,Electronics,West,Customer 58,3,78.28,234.84
1296,2024-02-05,Whiteboard,Stationery,South,Customer 53,2,66.47,132.94
1297,2024-02-06,Pen Pack,Stationery,West,Customer 33,3,9.06,27.18
1298,2024-02-06,Desk Lamp,Furniture,South,Customer 2,2,44.84,89.68
1299,2024-02-06,Desk Lamp,Furniture,South,Customer 9,1,49.94,49.94
1300,2024-02-06,Wireless Mouse,Electronics,South,Customer 49,3,28.23,84.69
1301,2024-02-06,Filing Cabinet,Furniture,North,Customer 17,45,151.82,6831.9
1302,2024-02-06,Office Chair,Furniture,Central,Customer 28,2,186.7,373.4
1303,2024-02-07,Mechanical Keyboard,Electronics,South,Customer 27,3,81.55,244.65
1304,2024-02-07,Webcam HD,Electronics,West,Customer 39,5,71.0,355.0
1305,2024-02-07,Whiteboard,Stationery,South,Customer 19,1,63.48,63.48
1306,2024-02-07,Notebook Set,Stationery,West,Customer 12,1,12.64,12.64
1307,2024-02-07,Webcam HD,Electronics,North,Customer 34,6,64.5,387.0
1308,2024-02-07,Whiteboard,Stationery,North,Customer 25,5,65.8,329.0
1309,2024-02-07,Pen Pack,Stationery,East,Customer 48,1,8.47,8.47
1310,2024-02-07,Wireless Mouse,Electronics,North,Customer 50,3,27.43,82.29
1311,2024-02-08,Bluetooth Speaker,Electronics,East,Customer 35,6,59.9,359.4
1312,2024-02-08,Desk Lamp,Furniture,West,Customer 45,6,42.47,254.82
1313,2024-02-08,Pen Pack,Stationery,West,Customer 3,6,7.56,45.36
1314,2024-02-08,Standing Desk,Furniture,North,Customer 21,2,318.83,637.66
1315,2024-02-08,Standing Desk,Furniture,West,Customer 17,5,349.84,1749.2
1316,2024-02-08,Wireless Mouse,Electronics,North,Customer 56,6,23.69,142.14
1317,2024-02-08,Webcam HD,Electronics,West,Customer 57,3,67.78,203.34
1318,2024-02-09,Notebook Set,Stationery,East,Customer 12,6,12.12,72.72
1319,2024-02-09,Pen Pack,Stationery,Central,Customer 18,6,8.2,49.2
1320,2024-02-09,Mechanical Keyboard,Electronics,South,Customer 35,6,85.52,513.12
1321,2024-02-09,Standing Desk,Furniture,East,Customer 20,3,323.98,971.94
1322,2024-02-09,Pen Pack,Stationery,West,Customer 23,5,8.64,43.2
1323,2024-02-09,Pen Pack,Stationery,Central,Customer 28,1,8.65,8.65
1324,2024-02-09,Standing Desk,Furniture,North,Customer 43,6,400.75,2404.5
1325,2024-02-09,Webcam HD,Electronics,South,Customer 2,4,69.36,277.44
1326,2024-02-09,USB-C Hub,Electronics,South,Customer 5,5,42.78,213.9
1327,2024-02-09,Office Chair,Furniture,Central,Customer 3,6,178.48,1070.88
1328,2024-02-09,Bluetooth Speaker,Electronics,East,Customer 29,2,58.84,117.68
1329,2024-02-09,Mechanical Keyboard,Electronics,East,Customer 42,5,79.43,397.15
1330,2024-02-09,Standing Desk,Furniture,South,Customer 32,2,399.05,798.1
1331,2024-02-10,Whiteboard,Stationery,East,Customer 46,4,67.7,270.8
1332,2024-02-10,Pen Pack,Stationery,West,Customer 13,2,9.19,18.38
1333,2024-02-10,Mechanical Keyboard,Electronics,West,Customer 6,2,94.62,189.24
1334,2024-02-11,Webcam HD,Electronics,Central,Customer 35,3,74.69,224.07
1335,2024-02-11,Standing Desk,Furniture,South,Customer 51,3,389.49,1168.47
1336,2024-02-11,Desk Lamp,Furniture,South,Customer 16,5,43.02,215.1
1337,2024-02-11,Pen Pack,Stationery,West,Customer 52,1,7.92,7.92
